event_id,datetime,phi,dt,phi_error,dt_error,quality,success,back_azimuth,incidence_pykonal_s,latitude,longitude,depth
1_209,2015-01-24T07:27:21.864000Z,83.29300971517728,0.11,59.0,0.05,0.4801737161600228,True,277.2930097151773,15.07729729187454,45.943237,-130.018143,0.775
1_211,2015-01-24T08:34:24.854000Z,-85.05804134243101,0.03,48.0,0.095,-0.8585786437626906,True,292.941958657569,19.37517843081484,45.944649,-129.991257,0.599
1_212,2015-01-24T08:35:55.691000Z,-80.91360647127976,0.09,49.0,0.095,0.07450380342405338,True,297.08639352872024,15.260047110651817,45.945251,-129.989929,1.358
1_213,2015-01-24T08:55:38.592000Z,-83.90938112321686,0.03,7.0,0.005,-0.7957247076572196,True,294.09061887678314,16.837076239467457,45.944927,-129.991226,0.683
1_214,2015-01-24T09:06:37.895000Z,-72.19340164509697,0.03,15.0,0.005,1.0,True,271.80659835490303,15.399279952955863,45.940292,-130.02066,1.117
1_215,2015-01-24T09:41:09.595000Z,-69.22379653564929,0.02,52.0,0.105,0.9685730319472645,True,302.7762034643507,16.10668460248146,45.949814,-129.997009,0.218
1_216,2015-01-24T09:42:39.436000Z,31.761339867749257,0.27,8.0,0.005,0.9389169536945531,True,299.76133986774926,20.146823255724517,45.946495,-129.991409,0.485
1_217,2015-01-24T09:45:11.425000Z,-86.93413133751403,0.05,52.0,0.09,0.0,True,321.06586866248597,30.98548106083487,45.951248,-129.987549,1.589
1_219,2015-01-24T10:09:01.599000Z,-74.88442795865035,0.03,17.0,0.005,0.9685730319472645,True,277.11557204134965,14.607173021412995,45.942829,-130.01416,0.515
1_220,2015-01-24T10:14:47.079000Z,-76.00955042669727,0.02,47.0,0.095,0.16718534660251072,True,321.9904495733027,15.346576718419788,45.961086,-129.998413,1.345
1_221,2015-01-24T10:38:30.100000Z,7.661289920102149,0.23,11.0,0.005,-0.2822793904687314,True,277.66128992010215,14.405589714801929,45.943577,-130.019775,0.959
1_225,2015-01-24T10:58:52.163000Z,59.421285242700435,0.02,17.0,0.005,0.9685730319472645,True,237.42128524270043,19.043351901905545,45.935833,-129.982178,1.361
1_226,2015-01-24T10:59:55.171000Z,74.63108182415735,0.02,23.0,0.005,0.9685730319472645,True,236.63108182415735,15.033597816524484,45.93576,-129.982086,1.378
1_228,2015-01-24T11:05:29.808000Z,6.287636029368116,0.17,47.0,0.05,0.0,True,286.2876360293681,29.3500595040784,45.942814,-129.98996,1.012
1_229,2015-01-24T11:47:08.633000Z,-66.2201628791172,0.02,48.0,0.13,0.0,True,319.7798371208828,16.551993430157193,45.957127,-129.995499,1.771
1_230,2015-01-24T11:47:17.536000Z,25.247336104200144,0.19,51.0,0.115,0.24233271769185571,True,305.24733610420014,19.19302887513069,45.950741,-129.996857,0.39
1_231,2015-01-24T12:01:16.591000Z,-84.87351634890683,0.06,47.0,0.11,-0.9842865159736324,True,273.12648365109317,16.174497353728373,45.9408,-130.012238,0.474
1_232,2015-01-24T12:48:07.720000Z,65.3376500915108,0.1,49.0,0.14,0.0,True,299.3376500915108,18.991276585924496,45.945633,-129.989456,0.18
1_233,2015-01-24T12:48:44.380000Z,-24.350414009689757,0.01,49.0,0.085,0.0110486911085943,True,299.64958599031024,34.821989834911825,45.946552,-129.991638,0.253
1_234,2015-01-24T13:08:45.077000Z,,,,,,False,268.79915353428765,14.739000982857505,45.938606,-130.019363,1.132
1_236,2015-01-24T13:43:56.746000Z,7.155857180863904,0.13,47.0,0.03,0.0110486911085943,True,269.1558571808639,15.924352812818825,45.938824,-130.018326,0.899
1_238,2015-01-24T13:54:00.489000Z,80.33926991379576,0.02,19.0,0.005,0.9685730319472645,True,252.33926991379576,15.455734932713703,45.937454,-129.983368,1.339
1_239,2015-01-24T14:27:31.058000Z,-76.29043037095505,0.08,50.0,0.08,-0.9528595479208969,True,271.70956962904495,17.0630453656807,45.940132,-130.011887,0.49
1_240,2015-01-24T14:34:07.888000Z,24.91595382621165,0.09,52.0,0.12,0.0327587914302061,True,272.91595382621165,15.5556895049932,45.940807,-130.016205,0.629
1_241,2015-01-24T14:43:02.139000Z,87.9056110148531,0.2,61.0,0.125,-0.9528595479208969,True,205.90561101485312,19.686755444139035,45.926163,-129.98291,1.182
1_242,2015-01-24T15:02:12.484000Z,-73.32187563165155,0.07,30.0,0.035,0.9371460638945291,True,296.67812436834845,18.67445350238241,45.946297,-129.993301,1.088
1_243,2015-01-24T15:14:39.398000Z,,,,,,False,328.365873512756,14.552708382612666,45.953323,-129.986191,1.733
1_245,2015-01-24T15:35:21.656000Z,31.56653839455737,0.16,54.0,0.03,-0.22498257685853307,True,303.56653839455737,17.17286015776864,45.950066,-129.996872,0.251
1_246,2015-01-24T15:45:48.399000Z,-87.15755421766005,0.03,48.0,0.105,-0.9842865159736324,True,302.84244578233995,14.47172120745664,45.945843,-129.987885,1.475
1_247,2015-01-24T15:55:34.505000Z,33.37848614653973,0.25,57.0,0.12,0.0,True,325.37848614653973,15.872255356567448,45.9632,-129.997711,1.408
1_248,2015-01-24T16:31:43.290000Z,21.505039224872178,0.21,91.0,0.15,0.0,True,133.50503922487218,10.87599211943692,45.919209,-129.942154,0.566
1_249,2015-01-24T16:32:00.758000Z,-75.763234274573,0.03,7.0,0.005,0.9685730319472645,True,300.236765725427,17.617891236979304,45.946774,-129.991776,0.477
2_252,2015-01-24T17:05:48.400000Z,,,,,,False,276.6975510902565,14.01715429080166,45.942669,-130.014816,0.459
2_253,2015-01-24T17:25:31.851000Z,-85.49533155785946,0.04,8.0,0.005,1.0,True,278.50466844214054,14.53421880848473,45.94381,-130.017181,0.622
2_254,2015-01-24T17:48:15.916000Z,84.4672742771387,0.08,58.0,0.065,-0.8585786437626906,True,290.4672742771387,15.06252326344244,45.952797,-130.026215,0.669
2_257,2015-01-24T18:55:47.117000Z,,,,,,False,151.64914857114832,14.932927932060132,45.925964,-129.962891,0.088
2_258,2015-01-24T19:37:45.680000Z,,,,,,False,276.02856426858807,16.046682525597667,45.942383,-130.01561,0.56
2_259,2015-01-24T20:25:44.882000Z,-73.18409103228362,0.02,7.0,0.01,0.0,True,306.8159089677164,15.097497650558172,45.951519,-129.997086,0.424
2_262,2015-01-25T06:24:18.913000Z,,,,,,False,249.1032368061123,17.11097502136494,45.929489,-130.010635,1.092
2_263,2015-01-25T06:33:53.707000Z,-78.52423643821407,0.03,48.0,0.115,0.9685730319472645,True,267.4757635617859,14.333935962425066,45.937786,-130.021484,1.289
2_264,2015-01-25T06:56:02.462000Z,19.851346665079006,0.28,15.0,0.005,0.7397575601712275,True,325.851346665079,14.736666776735428,45.94846,-129.982574,2.594
2_265,2015-01-25T07:14:17.490000Z,-70.65536360907083,0.02,53.0,0.125,0.5835926733012553,True,307.34463639092917,14.729970331921104,45.952122,-129.997803,0.637
2_266,2015-01-25T07:14:39.149000Z,-73.25382637356648,0.02,9.0,0.005,0.9371460638945291,True,320.7461736264335,14.942943322761437,45.960476,-129.998795,1.652
2_267,2015-01-25T07:18:43.980000Z,26.01635904280272,0.05,6.0,0.005,1.0,True,304.0163590428027,19.422293612712245,45.950169,-129.996704,0.352
2_268,2015-01-25T07:28:19.697000Z,-83.98318595341607,0.03,13.0,0.005,0.9685730319472645,True,304.01681404658393,16.402760767004036,45.948624,-129.993332,0.335
2_272,2015-01-25T08:00:12.071000Z,3.5529333911714502,0.01,48.0,0.135,0.6543033514199101,True,331.55293339117145,12.126618529568912,45.980736,-130.006653,1.384
2_275,2015-01-25T08:01:29.425000Z,18.216129764416394,0.02,60.0,0.135,-0.6297314954899638,True,332.2161297644164,11.266172752262149,45.979408,-130.00473,3.049
2_277,2015-01-25T08:22:07.061000Z,-59.622685860463946,0.03,8.0,0.005,0.7622118382329701,True,326.37731413953605,12.668390717448965,45.960945,-129.994629,1.355
2_278,2015-01-25T08:24:47.652000Z,-0.4830887656058849,0.16,48.0,0.06,0.0,True,305.5169112343941,23.793260607596643,45.950897,-129.996948,0.347
2_279,2015-01-25T08:35:35.864000Z,28.0984501985547,0.14,57.0,0.045,-0.3687197617309528,True,306.0984501985547,15.531908290306612,45.950802,-129.996262,0.436
2_280,2015-01-25T08:58:56.351000Z,33.682012847775354,0.08,51.0,0.055,-0.890005611815426,True,329.68201284777535,12.456794824792745,45.979721,-130.008347,2.527
2_281,2015-01-25T09:16:22.347000Z,-80.02297641969733,0.03,16.0,0.005,0.9685730319472645,True,277.97702358030267,17.203259940414675,45.943272,-130.014313,0.517
2_284,2015-01-25T11:27:26.881000Z,-89.2018716636615,0.1,48.0,0.015,0.0327587914302061,True,318.7981283363385,16.567344745022364,45.957542,-129.996796,0.989
2_285,2015-01-25T11:39:29.712000Z,-77.38393429306552,0.06,12.0,0.01,0.9371460638945291,True,298.6160657069345,23.23125030728995,45.946831,-129.993179,0.761
2_286,2015-01-25T11:50:40.187000Z,-55.775973308833045,0.02,27.0,0.01,-0.8585786437626906,True,270.22402669116696,15.966016479674073,45.939625,-129.981522,1.547
2_287,2015-01-25T13:05:14.883000Z,-59.63821905675371,0.08,50.0,0.06,-0.9528595479208969,True,302.3617809432463,18.331745596491466,45.950039,-129.99791,0.116
2_288,2015-01-25T13:06:29.755000Z,36.651955513895246,0.04,58.0,0.11,0.4107443490112104,True,302.65195551389525,18.65861067464303,45.950203,-129.998016,0.081
2_289,2015-01-25T13:09:51.454000Z,-74.51645067147848,0.08,56.0,0.125,-0.8900056118154259,True,299.4835493285215,19.453901017242465,45.946125,-129.990646,0.817
2_290,2015-01-25T13:48:36.414000Z,12.43170849938997,0.06,53.0,0.095,0.0,True,314.43170849938997,14.43364054378929,45.954941,-129.996689,0.783
2_291,2015-01-25T13:52:05.981000Z,85.5485584635893,0.12,50.0,0.015,0.0110486911085943,True,325.5485584635893,29.633261203893177,45.957443,-129.991745,1.765
2_292,2015-01-25T13:53:29.460000Z,-87.27814902146253,0.01,3.0,0.005,0.0,True,324.7218509785375,16.563327809555258,45.957085,-129.991928,1.757
2_293,2015-01-25T13:54:29.492000Z,,,,,,False,303.53731422394026,18.022961439667625,45.949402,-129.995422,0.46
2_294,2015-01-25T13:58:12.873000Z,-87.37942506534898,0.01,49.0,0.145,0.0,True,324.620574934651,15.462573692104082,45.956875,-129.991776,1.737
2_295,2015-01-25T13:58:22.008000Z,,,,,,False,303.1359256440776,32.352672436351966,45.949226,-129.995361,0.437
2_296,2015-01-25T14:47:15.943000Z,-77.19619035200913,0.09,49.0,0.045,-0.8271516757099551,True,222.8038096479909,22.08957880398208,45.933743,-129.981476,1.167
2_297,2015-01-25T14:50:24.537000Z,-79.10019629141561,0.06,48.0,0.11,-0.7328707715517487,True,242.8998037085844,14.823057975221843,45.936481,-129.982468,1.217
2_299,2015-01-25T16:02:08.789000Z,,,,,,False,276.48519861231415,14.737844264380543,45.942623,-130.015686,0.554
2_300,2015-01-25T16:17:29.446000Z,17.111057722131363,0.2,52.0,0.085,0.0327587914302061,True,257.11105772213136,15.539478947614365,45.937317,-129.987747,1.027
2_301,2015-01-25T16:34:22.838000Z,14.118490322673665,0.19,5.0,0.005,-0.8585786437626906,True,328.11849032267367,16.913611283734994,45.958454,-129.991013,0.493
2_302,2015-01-25T16:37:08.063000Z,13.636489647562257,0.27,3.0,0.005,0.9389169536945532,True,301.63648964756226,18.374937995177724,45.947044,-129.99144,0.492
